id,filepath,duration,class_label
1980066,./assets/audio_train/1980066_apples.wav,0.5770975056689343,apples
1980062,./assets/audio_train/1980062_flowers.wav,0.7151473922902495,flowers
1980049,./assets/audio_train/1980049_worker.wav,0.4803174603174603,worker
1980051,./assets/audio_train/1980051_water.wav,0.5331065759637188,water
1980049,./assets/audio_train/1980049_father.wav,0.5732879818594104,father
2030066,./assets/audio_train/2030066_apples.wav,0.7113378684807257,apples
2030062,./assets/audio_train/2030062_flowers.wav,0.3941950113378685,flowers
2030049,./assets/audio_train/2030049_worker.wav,0.43333333333333335,worker
2030051,./assets/audio_train/2030051_water.wav,0.6163265306122448,water
2030049,./assets/audio_train/2030049_father.wav,0.36244897959183675,father
2050066,./assets/audio_train/2050066_apples.wav,0.68,apples
2050062,./assets/audio_train/2050062_flowers.wav,0.47278911564625853,flowers
2050049,./assets/audio_train/2050049_worker.wav,0.5267120181405895,worker
2050051,./assets/audio_train/2050051_water.wav,0.3672562358276644,water
2050049,./assets/audio_train/2050049_father.wav,0.34258503401360546,father
2120066,./assets/audio_train/2120066_apples.wav,0.44952380952380955,apples
2120062,./assets/audio_train/2120062_flowers.wav,0.41741496598639455,flowers
2120049,./assets/audio_train/2120049_worker.wav,0.4412244897959184,worker
2120051,./assets/audio_train/2120051_water.wav,0.29628117913832197,water
2120049,./assets/audio_train/2120049_father.wav,0.3067573696145125,father
2140066,./assets/audio_train/2140066_apples.wav,0.4855328798185941,apples
2140062,./assets/audio_train/2140062_flowers.wav,0.44970521541950115,flowers
2140049,./assets/audio_train/2140049_worker.wav,0.5049433106575963,worker
2140051,./assets/audio_train/2140051_water.wav,0.4059410430839002,water
2140049,./assets/audio_train/2140049_father.wav,0.4329705215419501,father
2280066,./assets/audio_train/2280066_apples.wav,0.5236281179138322,apples
2280062,./assets/audio_train/2280062_flowers.wav,0.5360997732426304,flowers
2280049,./assets/audio_train/2280049_worker.wav,0.5708390022675737,worker
2280051,./assets/audio_train/2280051_water.wav,0.47959183673469385,water
2280049,./assets/audio_train/2280049_father.wav,0.5136054421768708,father
2320066,./assets/audio_train/2320066_apples.wav,0.5886621315192744,apples
2320062,./assets/audio_train/2320062_flowers.wav,0.6093877551020408,flowers
2320049,./assets/audio_train/2320049_worker.wav,0.4566439909297052,worker
2320051,./assets/audio_train/2320051_water.wav,0.4759637188208617,water
2320049,./assets/audio_train/2320049_father.wav,0.49020408163265305,father
2490066,./assets/audio_train/2490066_apples.wav,0.5100226757369615,apples
2490062,./assets/audio_train/2490062_flowers.wav,0.593015873015873,flowers
2490049,./assets/audio_train/2490049_worker.wav,0.5377777777777778,worker
2490051,./assets/audio_train/2490051_water.wav,0.5806349206349206,water
2490049,./assets/audio_train/2490049_father.wav,0.37514739229024946,father
2540066,./assets/audio_train/2540066_apples.wav,0.5196371882086168,apples
2540062,./assets/audio_train/2540062_flowers.wav,0.4559183673469388,flowers
2540049,./assets/audio_train/2540049_worker.wav,0.48444444444444446,worker
2540051,./assets/audio_train/2540051_water.wav,0.378140589569161,water
2540049,./assets/audio_train/2540049_father.wav,0.42916099773242633,father
2560066,./assets/audio_train/2560066_apples.wav,0.44054421768707486,apples
2560062,./assets/audio_train/2560062_flowers.wav,0.4961451247165533,flowers
2560049,./assets/audio_train/2560049_worker.wav,0.46426303854875284,worker
2560051,./assets/audio_train/2560051_water.wav,0.39337868480725624,water
2560049,./assets/audio_train/2560049_father.wav,0.34820861678004533,father
2600066,./assets/audio_train/2600066_apples.wav,0.6604081632653062,apples
2600062,./assets/audio_train/2600062_flowers.wav,0.6303401360544217,flowers
2600049,./assets/audio_train/2600049_worker.wav,0.626077097505669,worker
2600051,./assets/audio_train/2600051_water.wav,0.5174603174603175,water
2600049,./assets/audio_train/2600049_father.wav,0.5449433106575964,father
2610066,./assets/audio_train/2610066_apples.wav,0.6851700680272109,apples
2610062,./assets/audio_train/2610062_flowers.wav,0.813968253968254,flowers
2610049,./assets/audio_train/2610049_worker.wav,0.4475736961451247,worker
2610051,./assets/audio_train/2610051_water.wav,0.5267120181405895,water
2610049,./assets/audio_train/2610049_father.wav,0.46766439909297053,father
2620066,./assets/audio_train/2620066_apples.wav,0.4926077097505669,apples
2620062,./assets/audio_train/2620062_flowers.wav,0.4797732426303855,flowers
2620049,./assets/audio_train/2620049_worker.wav,0.5568253968253968,worker
2620051,./assets/audio_train/2620051_water.wav,0.367891156462585,water
2620049,./assets/audio_train/2620049_father.wav,0.43945578231292515,father
2750066,./assets/audio_train/2750066_apples.wav,0.5558276643990929,apples
2750062,./assets/audio_train/2750062_flowers.wav,0.42689342403628117,flowers
2750049,./assets/audio_train/2750049_worker.wav,0.5516553287981859,worker
2750051,./assets/audio_train/2750051_water.wav,0.6189115646258503,water
2750049,./assets/audio_train/2750049_father.wav,0.4323356009070295,father
2800066,./assets/audio_train/2800066_apples.wav,0.5411337868480726,apples
2800062,./assets/audio_train/2800062_flowers.wav,0.5354648526077097,flowers
2800049,./assets/audio_train/2800049_worker.wav,0.5954648526077098,worker
2800051,./assets/audio_train/2800051_water.wav,0.5165079365079365,water
2800049,./assets/audio_train/2800049_father.wav,0.4050793650793651,father
2910066,./assets/audio_train/2910066_apples.wav,0.7219501133786848,apples
2910062,./assets/audio_train/2910062_flowers.wav,0.7700226757369615,flowers
2910049,./assets/audio_train/2910049_worker.wav,0.6536507936507937,worker
2910051,./assets/audio_train/2910051_water.wav,0.4579138321995465,water
2910049,./assets/audio_train/2910049_father.wav,0.556780045351474,father
2940066,./assets/audio_train/2940066_apples.wav,0.5078458049886622,apples
2940062,./assets/audio_train/2940062_flowers.wav,0.5253514739229025,flowers
2940049,./assets/audio_train/2940049_worker.wav,0.4121541950113379,worker
2940051,./assets/audio_train/2940051_water.wav,0.6010884353741497,water
2940049,./assets/audio_train/2940049_father.wav,0.4417687074829932,father
3060066,./assets/audio_train/3060066_apples.wav,0.4542857142857143,apples
3060062,./assets/audio_train/3060062_flowers.wav,0.5177777777777778,flowers
3060049,./assets/audio_train/3060049_worker.wav,0.6222675736961452,worker
3060246,./assets/audio_train/3060246_worker.wav,0.3948299319727891,worker
3060051,./assets/audio_train/3060051_water.wav,0.4765079365079365,water
3060049,./assets/audio_train/3060049_father.wav,0.44571428571428573,father
3240066,./assets/audio_train/3240066_apples.wav,0.5489795918367347,apples
3240062,./assets/audio_train/3240062_flowers.wav,0.5754648526077097,flowers
3240049,./assets/audio_train/3240049_worker.wav,0.5770975056689343,worker
3240051,./assets/audio_train/3240051_water.wav,0.45732426303854873,water
3240049,./assets/audio_train/3240049_father.wav,0.4327891156462585,father
3280066,./assets/audio_train/3280066_apples.wav,0.5863945578231292,apples
3280062,./assets/audio_train/3280062_flowers.wav,0.8565079365079366,flowers
3280049,./assets/audio_train/3280049_worker.wav,0.5151927437641723,worker
3280051,./assets/audio_train/3280051_water.wav,0.41546485260770977,water
3280049,./assets/audio_train/3280049_father.wav,0.4220408163265306,father
3310066,./assets/audio_train/3310066_apples.wav,0.5357823129251701,apples
3310062,./assets/audio_train/3310062_flowers.wav,0.5302040816326531,flowers
3310049,./assets/audio_train/3310049_worker.wav,0.53859410430839,worker
3310051,./assets/audio_train/3310051_water.wav,0.4890702947845805,water
3310049,./assets/audio_train/3310049_father.wav,0.4039455782312925,father
3320066,./assets/audio_train/3320066_apples.wav,0.4255328798185941,apples
3320062,./assets/audio_train/3320062_flowers.wav,0.45387755102040817,flowers
3320049,./assets/audio_train/3320049_worker.wav,0.44204081632653064,worker
3320051,./assets/audio_train/3320051_water.wav,0.34947845804988664,water
3320049,./assets/audio_train/3320049_father.wav,0.3520634920634921,father
3440066,./assets/audio_train/3440066_apples.wav,0.430702947845805,apples
3440062,./assets/audio_train/3440062_flowers.wav,0.44802721088435377,flowers
3440049,./assets/audio_train/3440049_worker.wav,0.48444444444444446,worker
3440051,./assets/audio_train/3440051_water.wav,0.38807256235827664,water
3440049,./assets/audio_train/3440049_father.wav,0.33206349206349206,father
3550066,./assets/audio_train/3550066_apples.wav,0.46834467120181406,apples
3550062,./assets/audio_train/3550062_flowers.wav,0.47015873015873016,flowers
3550049,./assets/audio_train/3550049_worker.wav,0.4118820861678005,worker
3550051,./assets/audio_train/3550051_water.wav,0.27328798185941044,water
3550049,./assets/audio_train/3550049_father.wav,0.2565079365079365,father
3610066,./assets/audio_train/3610066_apples.wav,0.3968253968253968,apples
3610062,./assets/audio_train/3610062_flowers.wav,0.5207256235827664,flowers
3610049,./assets/audio_train/3610049_worker.wav,0.4062131519274376,worker
3610051,./assets/audio_train/3610051_water.wav,0.35034013605442177,water
3610049,./assets/audio_train/3610049_father.wav,0.34303854875283446,father
3630066,./assets/audio_train/3630066_apples.wav,0.4180952380952381,apples
3630062,./assets/audio_train/3630062_flowers.wav,0.45360544217687077,flowers
3630049,./assets/audio_train/3630049_worker.wav,0.3605895691609977,worker
3630051,./assets/audio_train/3630051_water.wav,0.3630385487528345,water
3630049,./assets/audio_train/3630049_father.wav,0.260453514739229,father
3810066,./assets/audio_train/3810066_apples.wav,0.43229024943310657,apples
3810062,./assets/audio_train/3810062_flowers.wav,0.5143764172335601,flowers
3810049,./assets/audio_train/3810049_worker.wav,0.46058956916099775,worker
3810051,./assets/audio_train/3810051_water.wav,0.44022675736961453,water
3810049,./assets/audio_train/3810049_father.wav,0.37020408163265306,father
3830066,./assets/audio_train/3830066_apples.wav,0.47941043083900226,apples
3830062,./assets/audio_train/3830062_flowers.wav,0.4742857142857143,flowers
3830049,./assets/audio_train/3830049_worker.wav,0.4437641723356009,worker
3830051,./assets/audio_train/3830051_water.wav,0.36244897959183675,water
3830049,./assets/audio_train/3830049_father.wav,0.36108843537414964,father
3940066,./assets/audio_train/3940066_apples.wav,0.43315192743764175,apples
3940062,./assets/audio_train/3940062_flowers.wav,0.5045804988662131,flowers
3940049,./assets/audio_train/3940049_worker.wav,0.44643990929705213,worker
3940051,./assets/audio_train/3940051_water.wav,0.3905215419501134,water
3940049,./assets/audio_train/3940049_father.wav,0.2913378684807256,father
3980066,./assets/audio_train/3980066_apples.wav,0.5443990929705216,apples
3980062,./assets/audio_train/3980062_flowers.wav,0.6587755102040816,flowers
3980049,./assets/audio_train/3980049_worker.wav,0.5045351473922902,worker
3980051,./assets/audio_train/3980051_water.wav,0.4452154195011338,water
3980049,./assets/audio_train/3980049_father.wav,0.47351473922902493,father
4000066,./assets/audio_train/4000066_apples.wav,0.5024489795918368,apples
4000062,./assets/audio_train/4000062_flowers.wav,0.4633560090702948,flowers
4000049,./assets/audio_train/4000049_worker.wav,0.39183673469387753,worker
4000051,./assets/audio_train/4000051_water.wav,0.35183673469387755,water
4000049,./assets/audio_train/4000049_father.wav,0.3895691609977324,father
4130066,./assets/audio_train/4130066_apples.wav,0.5328798185941043,apples
4130062,./assets/audio_train/4130062_flowers.wav,0.5544671201814059,flowers
4130049,./assets/audio_train/4130049_worker.wav,0.44684807256235826,worker
4130051,./assets/audio_train/4130051_water.wav,0.38063492063492066,water
4130049,./assets/audio_train/4130049_father.wav,0.32108843537414966,father
4270066,./assets/audio_train/4270066_apples.wav,0.4277097505668934,apples
4270062,./assets/audio_train/4270062_flowers.wav,0.5351473922902494,flowers
4270049,./assets/audio_train/4270049_worker.wav,0.5777324263038549,worker
4270051,./assets/audio_train/4270051_water.wav,0.45378684807256237,water
4270049,./assets/audio_train/4270049_father.wav,0.5600907029478458,father
4310066,./assets/audio_train/4310066_apples.wav,0.4541043083900227,apples
4310062,./assets/audio_train/4310062_flowers.wav,0.5272562358276645,flowers
4310049,./assets/audio_train/4310049_worker.wav,0.45120181405895693,worker
4310051,./assets/audio_train/4310051_water.wav,0.35333333333333333,water
4310049,./assets/audio_train/4310049_father.wav,0.3873469387755102,father
4460066,./assets/audio_train/4460066_apples.wav,0.4326530612244898,apples
4460062,./assets/audio_train/4460062_flowers.wav,0.4288888888888889,flowers
4460049,./assets/audio_train/4460049_worker.wav,0.45383219954648524,worker
4460051,./assets/audio_train/4460051_water.wav,0.40825396825396826,water
4460049,./assets/audio_train/4460049_father.wav,0.32077097505668933,father
4740066,./assets/audio_train/4740066_apples.wav,0.6615873015873016,apples
4740062,./assets/audio_train/4740062_flowers.wav,0.7133333333333334,flowers
4740049,./assets/audio_train/4740049_worker.wav,0.4663945578231293,worker
4740051,./assets/audio_train/4740051_water.wav,0.58,water
4740049,./assets/audio_train/4740049_father.wav,0.4757823129251701,father
4810066,./assets/audio_train/4810066_apples.wav,0.5131519274376417,apples
4810062,./assets/audio_train/4810062_flowers.wav,0.4805895691609977,flowers
4810049,./assets/audio_train/4810049_worker.wav,0.4507936507936508,worker
4810051,./assets/audio_train/4810051_water.wav,0.35741496598639455,water
4810049,./assets/audio_train/4810049_father.wav,0.3547845804988662,father
4910066,./assets/audio_train/4910066_apples.wav,0.6355102040816326,apples
4910062,./assets/audio_train/4910062_flowers.wav,0.7073469387755102,flowers
4910049,./assets/audio_train/4910049_worker.wav,0.5315192743764172,worker
4910051,./assets/audio_train/4910051_water.wav,0.5441269841269841,water
4910049,./assets/audio_train/4910049_father.wav,0.5656689342403628,father
5200066,./assets/audio_train/5200066_apples.wav,0.6132879818594105,apples
5200062,./assets/audio_train/5200062_flowers.wav,0.58,flowers
5200049,./assets/audio_train/5200049_worker.wav,0.5015419501133787,worker
5200051,./assets/audio_train/5200051_water.wav,0.4797732426303855,water
5200049,./assets/audio_train/5200049_father.wav,0.5015873015873016,father
5300066,./assets/audio_train/5300066_apples.wav,0.519501133786848,apples
5300062,./assets/audio_train/5300062_flowers.wav,0.47165532879818595,flowers
5300049,./assets/audio_train/5300049_worker.wav,0.49396825396825395,worker
5300051,./assets/audio_train/5300051_water.wav,0.37727891156462584,water
5300049,./assets/audio_train/5300049_father.wav,0.3143310657596372,father
5310066,./assets/audio_train/5310066_apples.wav,0.4182312925170068,apples
5310062,./assets/audio_train/5310062_flowers.wav,0.5612698412698413,flowers
5310049,./assets/audio_train/5310049_worker.wav,0.4204081632653061,worker
5310051,./assets/audio_train/5310051_water.wav,0.36263038548752835,water
5310049,./assets/audio_train/5310049_father.wav,0.48575963718820864,father
5390066,./assets/audio_train/5390066_apples.wav,0.3987301587301587,apples
5390062,./assets/audio_train/5390062_flowers.wav,0.5282539682539683,flowers
5390049,./assets/audio_train/5390049_worker.wav,0.47015873015873016,worker
5390051,./assets/audio_train/5390051_water.wav,0.2126984126984127,water
5390049,./assets/audio_train/5390049_father.wav,0.3544671201814059,father
5630066,./assets/audio_train/5630066_apples.wav,0.4998185941043084,apples
5630062,./assets/audio_train/5630062_flowers.wav,0.4710204081632653,flowers
5630049,./assets/audio_train/5630049_worker.wav,0.5494784580498866,worker
5630051,./assets/audio_train/5630051_water.wav,0.36775510204081635,water
5630049,./assets/audio_train/5630049_father.wav,0.3545124716553288,father
5660066,./assets/audio_train/5660066_apples.wav,0.5657142857142857,apples
5660062,./assets/audio_train/5660062_flowers.wav,0.5625396825396826,flowers
5660049,./assets/audio_train/5660049_worker.wav,0.4946938775510204,worker
5660051,./assets/audio_train/5660051_water.wav,0.4380045351473923,water
5660049,./assets/audio_train/5660049_father.wav,0.5262131519274377,father
5790066,./assets/audio_train/5790066_apples.wav,0.5253514739229025,apples
5790062,./assets/audio_train/5790062_flowers.wav,0.6780952380952381,flowers
5790049,./assets/audio_train/5790049_worker.wav,0.4202267573696145,worker
5790051,./assets/audio_train/5790051_water.wav,0.4746031746031746,water
5790049,./assets/audio_train/5790049_father.wav,0.4201360544217687,father
5860066,./assets/audio_train/5860066_apples.wav,0.6248526077097506,apples
5860062,./assets/audio_train/5860062_flowers.wav,0.6300226757369615,flowers
5860049,./assets/audio_train/5860049_worker.wav,0.5187301587301587,worker
5860051,./assets/audio_train/5860051_water.wav,0.5496598639455782,water
5860049,./assets/audio_train/5860049_father.wav,0.6612244897959184,father
6050066,./assets/audio_train/6050066_apples.wav,0.483265306122449,apples
6050062,./assets/audio_train/6050062_flowers.wav,0.5081632653061224,flowers
6050049,./assets/audio_train/6050049_worker.wav,0.5151927437641723,worker
6050051,./assets/audio_train/6050051_water.wav,0.346031746031746,water
6050049,./assets/audio_train/6050049_father.wav,0.3090702947845805,father
6170066,./assets/audio_train/6170066_apples.wav,0.4343764172335601,apples
6170062,./assets/audio_train/6170062_flowers.wav,0.43578231292517006,flowers
6170049,./assets/audio_train/6170049_worker.wav,0.43201814058956917,worker
6170051,./assets/audio_train/6170051_water.wav,0.37569160997732426,water
6170049,./assets/audio_train/6170049_father.wav,0.26294784580498864,father
6400066,./assets/audio_train/6400066_apples.wav,0.49002267573696145,apples
6400062,./assets/audio_train/6400062_flowers.wav,0.4931972789115646,flowers
6400049,./assets/audio_train/6400049_worker.wav,0.4342857142857143,worker
6400051,./assets/audio_train/6400051_water.wav,0.37369614512471655,water
6400049,./assets/audio_train/6400049_father.wav,0.39396825396825397,father
6610066,./assets/audio_train/6610066_apples.wav,0.4452154195011338,apples
6610062,./assets/audio_train/6610062_flowers.wav,0.4542857142857143,flowers
6610049,./assets/audio_train/6610049_worker.wav,0.4321541950113379,worker
6610051,./assets/audio_train/6610051_water.wav,0.313015873015873,water
6610049,./assets/audio_train/6610049_father.wav,0.30585034013605444,father
6630066,./assets/audio_train/6630066_apples.wav,0.4998185941043084,apples
6630062,./assets/audio_train/6630062_flowers.wav,0.43165532879818597,flowers
6630049,./assets/audio_train/6630049_worker.wav,0.42290249433106575,worker
6630051,./assets/audio_train/6630051_water.wav,0.3870294784580499,water
6630049,./assets/audio_train/6630049_father.wav,0.389750566893424,father
6650066,./assets/audio_train/6650066_apples.wav,0.3857596371882086,apples
6650062,./assets/audio_train/6650062_flowers.wav,0.37664399092970524,flowers
6650049,./assets/audio_train/6650049_worker.wav,0.5012698412698413,worker
6650051,./assets/audio_train/6650051_water.wav,0.31859410430839,water
6650049,./assets/audio_train/6650049_father.wav,0.3696598639455782,father
6920066,./assets/audio_train/6920066_apples.wav,0.4394104308390023,apples
6920062,./assets/audio_train/6920062_flowers.wav,0.6924716553287982,flowers
6920049,./assets/audio_train/6920049_worker.wav,0.46589569160997735,worker
6920051,./assets/audio_train/6920051_water.wav,0.3327891156462585,water
6920049,./assets/audio_train/6920049_father.wav,0.31065759637188206,father
6970066,./assets/audio_train/6970066_apples.wav,0.5620861678004535,apples
6970062,./assets/audio_train/6970062_flowers.wav,0.6160997732426304,flowers
6970049,./assets/audio_train/6970049_worker.wav,0.5791383219954649,worker
6970051,./assets/audio_train/6970051_water.wav,0.6140136054421769,water
6970049,./assets/audio_train/6970049_father.wav,0.468843537414966,father
7140066,./assets/audio_train/7140066_apples.wav,0.3961451247165533,apples
7140062,./assets/audio_train/7140062_flowers.wav,0.42848072562358275,flowers
7140049,./assets/audio_train/7140049_worker.wav,0.4295691609977324,worker
7140051,./assets/audio_train/7140051_water.wav,0.278140589569161,water
7140049,./assets/audio_train/7140049_father.wav,0.30689342403628117,father
7170066,./assets/audio_train/7170066_apples.wav,0.4328798185941043,apples
7170062,./assets/audio_train/7170062_flowers.wav,0.5695238095238095,flowers
7170049,./assets/audio_train/7170049_worker.wav,0.4435374149659864,worker
7170051,./assets/audio_train/7170051_water.wav,0.456281179138322,water
7170049,./assets/audio_train/7170049_father.wav,0.39922902494331064,father
7340066,./assets/audio_train/7340066_apples.wav,0.40104308390022675,apples
7340062,./assets/audio_train/7340062_flowers.wav,0.40988662131519277,flowers
7340049,./assets/audio_train/7340049_worker.wav,0.3685260770975057,worker
7340051,./assets/audio_train/7340051_water.wav,0.2744671201814059,water
7340049,./assets/audio_train/7340049_father.wav,0.3053514739229025,father
7370066,./assets/audio_train/7370066_apples.wav,0.46476190476190476,apples
7370062,./assets/audio_train/7370062_flowers.wav,0.42575963718820864,flowers
7370049,./assets/audio_train/7370049_worker.wav,0.42657596371882084,worker
7370051,./assets/audio_train/7370051_water.wav,0.32081632653061226,water
7370049,./assets/audio_train/7370049_father.wav,0.30054421768707484,father
7410066,./assets/audio_train/7410066_apples.wav,0.33668934240362813,apples
7410062,./assets/audio_train/7410062_flowers.wav,0.47528344671201816,flowers
7410049,./assets/audio_train/7410049_worker.wav,0.5341043083900227,worker
7410051,./assets/audio_train/7410051_water.wav,0.3195011337868481,water
7410049,./assets/audio_train/7410049_father.wav,0.35351473922902493,father
7470066,./assets/audio_train/7470066_apples.wav,0.4285260770975057,apples
7470062,./assets/audio_train/7470062_flowers.wav,0.42984126984126986,flowers
7470049,./assets/audio_train/7470049_worker.wav,0.4112925170068027,worker
7470051,./assets/audio_train/7470051_water.wav,0.4266666666666667,water
7470049,./assets/audio_train/7470049_father.wav,0.38553287981859413,father
7500066,./assets/audio_train/7500066_apples.wav,0.4035374149659864,apples
7500062,./assets/audio_train/7500062_flowers.wav,0.4077097505668934,flowers
7500049,./assets/audio_train/7500049_worker.wav,0.44240362811791384,worker
7500051,./assets/audio_train/7500051_water.wav,0.3493424036281179,water
7500049,./assets/audio_train/7500049_father.wav,0.329750566893424,father
7940066,./assets/audio_train/7940066_apples.wav,0.6106575963718821,apples
7940062,./assets/audio_train/7940062_flowers.wav,0.554875283446712,flowers
7940049,./assets/audio_train/7940049_worker.wav,0.5399092970521542,worker
7940051,./assets/audio_train/7940051_water.wav,0.37532879818594106,water
7940049,./assets/audio_train/7940049_father.wav,0.3726984126984127,father
7960066,./assets/audio_train/7960066_apples.wav,0.599092970521542,apples
7960062,./assets/audio_train/7960062_flowers.wav,0.4931972789115646,flowers
7960049,./assets/audio_train/7960049_worker.wav,0.4110204081632653,worker
7960051,./assets/audio_train/7960051_water.wav,0.5751927437641723,water
7960049,./assets/audio_train/7960049_father.wav,0.5480725623582766,father
8050066,./assets/audio_train/8050066_apples.wav,0.4103854875283447,apples
8050062,./assets/audio_train/8050062_flowers.wav,0.5912018140589569,flowers
8050049,./assets/audio_train/8050049_worker.wav,0.5123356009070295,worker
8050051,./assets/audio_train/8050051_water.wav,0.3567800453514739,water
8050049,./assets/audio_train/8050049_father.wav,0.2875283446712018,father
8060066,./assets/audio_train/8060066_apples.wav,0.4489795918367347,apples
8060062,./assets/audio_train/8060062_flowers.wav,0.5559183673469388,flowers
8060049,./assets/audio_train/8060049_worker.wav,0.40997732426303857,worker
8060051,./assets/audio_train/8060051_water.wav,0.39913832199546484,water
8060049,./assets/audio_train/8060049_father.wav,0.4275283446712018,father
8300066,./assets/audio_train/8300066_apples.wav,0.49038548752834465,apples
8300062,./assets/audio_train/8300062_flowers.wav,0.5513378684807256,flowers
8300049,./assets/audio_train/8300049_worker.wav,0.4912018140589569,worker
8300051,./assets/audio_train/8300051_water.wav,0.4728344671201814,water
8300049,./assets/audio_train/8300049_father.wav,0.45369614512471657,father
8530066,./assets/audio_train/8530066_apples.wav,0.5095238095238095,apples
8530062,./assets/audio_train/8530062_flowers.wav,0.5605442176870749,flowers
8530049,./assets/audio_train/8530049_worker.wav,0.4528344671201814,worker
8530051,./assets/audio_train/8530051_water.wav,0.5331972789115647,water
8530049,./assets/audio_train/8530049_father.wav,0.38603174603174606,father
8540066,./assets/audio_train/8540066_apples.wav,0.4908390022675737,apples
8540062,./assets/audio_train/8540062_flowers.wav,0.5217233560090703,flowers
8540049,./assets/audio_train/8540049_worker.wav,0.537641723356009,worker
8540051,./assets/audio_train/8540051_water.wav,0.6141496598639455,water
8540049,./assets/audio_train/8540049_father.wav,0.4799092970521542,father
8550066,./assets/audio_train/8550066_apples.wav,0.66,apples
8550062,./assets/audio_train/8550062_flowers.wav,0.6064399092970522,flowers
8550049,./assets/audio_train/8550049_worker.wav,0.5671655328798186,worker
8550051,./assets/audio_train/8550051_water.wav,0.6027210884353742,water
8550049,./assets/audio_train/8550049_father.wav,0.606938775510204,father
8620066,./assets/audio_train/8620066_apples.wav,0.3835827664399093,apples
8620062,./assets/audio_train/8620062_flowers.wav,0.5662131519274376,flowers
8620049,./assets/audio_train/8620049_worker.wav,0.531156462585034,worker
8620051,./assets/audio_train/8620051_water.wav,0.3435374149659864,water
8620049,./assets/audio_train/8620049_father.wav,0.47600907029478456,father
8690066,./assets/audio_train/8690066_apples.wav,0.5354195011337869,apples
8690062,./assets/audio_train/8690062_flowers.wav,0.4819501133786848,flowers
8690049,./assets/audio_train/8690049_worker.wav,0.4180952380952381,worker
8690348,./assets/audio_train/8690348_worker.wav,0.3615419501133787,worker
8690051,./assets/audio_train/8690051_water.wav,0.3728798185941043,water
8690049,./assets/audio_train/8690049_father.wav,0.4180952380952381,father
8740066,./assets/audio_train/8740066_apples.wav,0.3925170068027211,apples
8740062,./assets/audio_train/8740062_flowers.wav,0.46634920634920635,flowers
8740049,./assets/audio_train/8740049_worker.wav,0.5545124716553288,worker
8740051,./assets/audio_train/8740051_water.wav,0.3472562358276644,water
8740049,./assets/audio_train/8740049_father.wav,0.36471655328798186,father
8770066,./assets/audio_train/8770066_apples.wav,0.43750566893424037,apples
8770062,./assets/audio_train/8770062_flowers.wav,0.40104308390022675,flowers
8770049,./assets/audio_train/8770049_worker.wav,0.4391383219954649,worker
